Respondent ID,Start Date,RaceOrEthnicity,What is your gender?,What is your current age?,What is the highest level of education you have completed?,How do you classify your employment?,How long have you been in your current role?,What is your current job title?,How many years of experience do you have in your current industry?,Seniority Level of Position,Promotions,Industry,What type of business?,How many employees are employed by the business?,I feel that my job performance is evaluated fairly.,"I feel that my compensation is fair, relative to similar roles at my company.",I feel confident I can develop my career at my company.,I feel promotion decisions are fair at my company.,I feel my company benefits are adequate.,"I feel that I have been offered potential growth opportunities (mentoring, training, special projects, etc)"
11467061632,4/1/2020 19:44,White ,Female,25-34,Associate's Degree,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467034044,4/1/2020 19:52,Hispanic or Latino ,Females,35-44,Some College,Full Time Employee,Ten years or more,Associate accounting,Ten years or more,Mid level ,  More than 5 years  ,Food & Beverages ,For Profit,"More than 10,000 Employees",Agree,Agree,Agree,Agree,Agree,Agree
11467095424,4/1/2020 20:13,White ,Female,18-24,Bachelor's Degree,Full Time Employee,One to five years,Registered Nurse,One to five years, , Never been promoted   ,Healthcare & Pharmaceuticals ,For Profit,"1,000 to 10,000 Employees",Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
11467096229,4/1/2020 20:13,White ,Female,55-64,Bachelor's Degree,Full Time Employee,Ten years or more,RN,Ten years or more,Mid level ,  More than 5 years  ,Healthcare & Pharmaceuticals ,Non Profit,"More than 10,000 Employees",Agree,Agree,Agree,Somewhat agree,Agree,Agree
11467104000,4/1/2020 20:16,White ,Female,,Bachelor's Degree,Full Time Employee,One to five years,RN,One to five years,Mid level , Never been promoted   ,Healthcare & Pharmaceuticals ,For Profit,"1,000 to 10,000 Employees",Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Somewhat agree
11467116477,4/1/2020 20:21,White ,Male,55-64,Master's Degree or Higher,Self Employed/Entrepreneur,One to five years,None,Ten years or more,Senior level , Never been promoted   ,"Construction, Machinery, and Homes ",For Profit,Less than 50 Employees,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
11467123675,4/1/2020 20:22,White ,Female,18-24,Bachelor's Degree,Full Time Employee,One to five years,Rn,Five to ten years,Entry level ,   In the last 1 to 5 years ,Healthcare & Pharmaceuticals ,Non Profit,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11467146726,4/1/2020 20:32,White ,Female,25-34,Bachelor's Degree,Part Time Employee,One to five years,Registered Nurse,One to five years,Entry level , Never been promoted   ,Healthcare & Pharmaceuticals ,Non Profit,"More than 10,000 Employees",Somewhat agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree
11467154162,4/1/2020 20:34,White ,Male,45-54,Associate's Degree,Self Employed/Entrepreneur,Ten years or more,Owner,Ten years or more, Owner/president,Prefer not to answer    ,Information Technology and Services ,For Profit,Less than 50 Employees,Agree,Agree,Agree,Agree,Agree,Agree
11467163651,4/1/2020 20:38,White ,Male,55-64,Associate's Degree,Full Time Employee,Ten years or more,Engineer,Ten years or more,Senior level ,Multiple Promotions,"Construction, Machinery, and Homes ",For Profit,Less than 50 Employees,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree
11467172404,4/1/2020 20:41,White ,Female,18-24,Bachelor's Degree,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467175985,4/1/2020 20:42,White ,Female,25-34,Associate's Degree,Part Time Employee,One to five years,Registered Respiratory Therapist,Ten years or more,Mid level , Never been promoted   ,Healthcare & Pharmaceuticals ,Non Profit,"More than 10,000 Employees",Somewhat disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
11467223524,4/1/2020 21:01,Hispanic or Latino ,Male,45-54,Some College,Part Time Employee,Five to ten years,In home supportive services,Five to ten years,Entry level , Never been promoted   ,Education ,Government,"More than 10,000 Employees",Strongly agree,Agree,Agree,Somewhat agree,Agree,Agree
11467231691,4/1/2020 21:04,White ,Female,55-64,Some College,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467232606,4/1/2020 21:04,White ,Female,45-54,Some College,Full Time Employee,Less than one year,AP Supervisor,Five to ten years,Mid level ,Prefer not to answer    ,"Utilities, Energy, and Extraction ",For Profit,"250 to 1,000 Employees",Agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree
11467253340,4/1/2020 21:12,White ,Female,18-24,Bachelor's Degree,Full Time Employee,One to five years,RN,One to five years,Entry level , Never been promoted   ,Healthcare & Pharmaceuticals ,Non Profit,"1,000 to 10,000 Employees",Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree
11467270962,4/1/2020 21:20,Hispanic or Latino ,Female,45-54,Some College,Full Time Employee,Less than one year,Registrar,Ten years or more,Mid level ,    Within 12 Months,Education ,Non Profit,"1,000 to 10,000 Employees",Agree,Disagree,Agree,Disagree,Somewhat agree,Neither agree nor disagree
11467284480,4/1/2020 21:25,White ,Female,25-34,Associate's Degree,Full Time Employee,Less than one year,RN,Less than one year,Entry level , Never been promoted   ,Healthcare & Pharmaceuticals ,For Profit,"1,000 to 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree
11467354822,4/1/2020 21:52,Hispanic or Latino ,Female,25-34,High School Diploma/GED,Full Time Employee,Five to ten years,Farmer,Five to ten years,Entry level , Never been promoted   ,Agriculture ,For Profit,50 to 250 Employees,Strongly agree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree
11467386380,4/1/2020 22:09,White ,Female,45-54,Some College,Full Time Employee,Five to ten years,Paralegal,Ten years or more,Mid level , Never been promoted   ,Legal Services ,For Profit,Less than 50 Employees,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11467418435,4/1/2020 22:22,White ,F,55-64,High School Diploma/GED,Full Time Employee,Ten years or more,Anesthesia tech,Ten years or more,Mid level ,    Within 12 Months,Healthcare & Pharmaceuticals ,For Profit,"250 to 1,000 Employees",Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree
11467507270,4/1/2020 23:03,White ,Female,45-54,Master's Degree or Higher,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467533293,4/1/2020 23:14,White ,Male,45-54,Master's Degree or Higher,Full Time Employee,Ten years or more,CRNA,Ten years or more,Senior level ,Prefer not to answer    ,Healthcare & Pharmaceuticals ,For Profit,50 to 250 Employees,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
11467542034,4/1/2020 23:19,Black or African American ,Female,18-24,Some College,Part Time Employee,One to five years,Personal Shopper,One to five years,Entry level , Never been promoted   ,Retail & Consumer Durables ,For Profit,"More than 10,000 Employees",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Declined to Answer
11467600612,4/1/2020 23:47,White ,Female,18-24,Associate's Degree,Full Time Employee,Less than one year,Nurse,Less than one year,Entry level , Never been promoted   ,Healthcare & Pharmaceuticals ,For Profit,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11467609685,4/1/2020 23:51,White ,Female,65+,High School Diploma/GED,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11467610597,4/1/2020 23:52,White ,Female,25-34,Associate's Degree,Full Time Employee,Less than one year,Sonographer,Five to ten years,Mid level , Never been promoted   ,Healthcare & Pharmaceuticals ,Non Profit,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11467614495,4/1/2020 23:53,White ,Female,25-34,High School Diploma/GED,Self Employed/Entrepreneur,One to five years,Cake decorator,One to five years,Mid level , Never been promoted   ,Food & Beverages ,For Profit,Less than 50 Employees,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
